完本感应: https://www.xbiquge.bz/book/46864/40109419.html
大结局: https://www.xbiquge.bz/book/46864/40109418.html
第5044章、新手村与NPC: https://www.xbiquge.bz/book/46864/40109417.html
第5043章、诸位、玩过虚拟游戏吗？: https://www.xbiquge.bz/book/46864/40109416.html
第5042章、物是人非: https://www.xbiquge.bz/book/46864/40109415.html
第5041章、篡位者罗辑（三）: https://www.xbiquge.bz/book/46864/40109414.html
第5040章、篡位者罗辑（二）: https://www.xbiquge.bz/book/46864/40109413.html
第5039章、篡位者罗辑: https://www.xbiquge.bz/book/46864/40109412.html
第5038章、降临: https://www.xbiquge.bz/book/46864/40109411.html
第5037章、卡巴拉生命之树: https://www.xbiquge.bz/book/46864/40109410.html
第5036章、载体: https://www.xbiquge.bz/book/46864/40109409.html
第5035章、灭世倒计时: https://www.xbiquge.bz/book/46864/40109408.html
第4191章 两批人: https://www.xbiquge.bz/book/46864/40108562.html
第4192章 半个杀父仇人: https://www.xbiquge.bz/book/46864/40108563.html
第4193章 选择: https://www.xbiquge.bz/book/46864/40108564.html
第4194章 自由: https://www.xbiquge.bz/book/46864/40108565.html
第4195章 趋之若鹜: https://www.xbiquge.bz/book/46864/40108566.html
第4196章 改变方针: https://www.xbiquge.bz/book/46864/40108567.html
第4197章 雷区蹦迪: https://www.xbiquge.bz/book/46864/40108568.html
第4198章 罗伯特的手段: https://www.xbiquge.bz/book/46864/40108569.html
第4199章 现实的耳光: https://www.xbiquge.bz/book/46864/40108570.html
第4200章 天灾: https://www.xbiquge.bz/book/46864/40108571.html
第4201章 烫手的军权: https://www.xbiquge.bz/book/46864/40108572.html
第4202章 烫手山芋: https://www.xbiquge.bz/book/46864/40108573.html
第4203章 救援行动: https://www.xbiquge.bz/book/46864/40108574.html
第4204章 挥之不去的噩梦: https://www.xbiquge.bz/book/46864/40108575.html
第4205章 认清现实: https://www.xbiquge.bz/book/46864/40108576.html
第4206章 挟大势: https://www.xbiquge.bz/book/46864/40108577.html
第4207章 关键一步: https://www.xbiquge.bz/book/46864/40108578.html
第4208章 好名声: https://www.xbiquge.bz/book/46864/40108579.html
第4209章 南凰君徐钰: https://www.xbiquge.bz/book/46864/40108580.html
第4210章 南凰君徐钰（二）: https://www.xbiquge.bz/book/46864/40108581.html
第4211章 南凰君徐钰（三）: https://www.xbiquge.bz/book/46864/40108582.html
第4212章 至关重要的一步: https://www.xbiquge.bz/book/46864/40108583.html
第4213章 给我也整一个: https://www.xbiquge.bz/book/46864/40108584.html
第4214章 BUFF叠的还挺高！: https://www.xbiquge.bz/book/46864/40108585.html
第4215章 美化履历: https://www.xbiquge.bz/book/46864/40108586.html
第4216章 合作项目: https://www.xbiquge.bz/book/46864/40108587.html
第4217章 面见奥托皇帝: https://www.xbiquge.bz/book/46864/40108588.html
第4218章 滚来请安: https://www.xbiquge.bz/book/46864/40108589.html
第4219章 特殊状况: https://www.xbiquge.bz/book/46864/40108590.html
第4220章 ‘熊’的时代: https://www.xbiquge.bz/book/46864/40108591.html
第4221章 战火: https://www.xbiquge.bz/book/46864/40108592.html
第4222章 战火（二）: https://www.xbiquge.bz/book/46864/40108593.html
第4223章 联络关系: https://www.xbiquge.bz/book/46864/40108594.html
第4224章 究其缘由: https://www.xbiquge.bz/book/46864/40108595.html
第4225章 糊涂账: https://www.xbiquge.bz/book/46864/40108596.html
第4226章 刚上去: https://www.xbiquge.bz/book/46864/40108597.html
第4227章 刚上去（二）: https://www.xbiquge.bz/book/46864/40108598.html
第4228章 宇宙命运共同体: https://www.xbiquge.bz/book/46864/40108599.html
第4229章 暴躁老哥: https://www.xbiquge.bz/book/46864/40108600.html
第4230章 接触: https://www.xbiquge.bz/book/46864/40108601.html
第4231章 接触（二）: https://www.xbiquge.bz/book/46864/40108602.html
第4232章 信任危机: https://www.xbiquge.bz/book/46864/40108603.html
第4233章 悬着的心: https://www.xbiquge.bz/book/46864/40108604.html
第4234章 谈话手段: https://www.xbiquge.bz/book/46864/40108605.html
第4235章 哑口无言: https://www.xbiquge.bz/book/46864/40108606.html
第4236章 补偿: https://www.xbiquge.bz/book/46864/40108607.html
第4237章 突出一个有钱！: https://www.xbiquge.bz/book/46864/40108608.html
第4238章 处置: https://www.xbiquge.bz/book/46864/40108609.html
第4239章 吃软不吃硬: https://www.xbiquge.bz/book/46864/40108610.html
第4240章 因祸得福: https://www.xbiquge.bz/book/46864/40108611.html
第4241章 呆瓜: https://www.xbiquge.bz/book/46864/40108612.html
第4242章 精灵边境: https://www.xbiquge.bz/book/46864/40108613.html
第4243章 精灵聚落: https://www.xbiquge.bz/book/46864/40108614.html
第4244章 不同的态度: https://www.xbiquge.bz/book/46864/40108615.html
第4245章 国策: https://www.xbiquge.bz/book/46864/40108616.html
第4246章 参天大树: https://www.xbiquge.bz/book/46864/40108617.html
第4247章 精灵王城: https://www.xbiquge.bz/book/46864/40108618.html
第4248章 精灵王城（二）: https://www.xbiquge.bz/book/46864/40108619.html
第4249章 开门见山: https://www.xbiquge.bz/book/46864/40108620.html
第4250章 面试机会: https://www.xbiquge.bz/book/46864/40108621.html
第4251章 内部会议: https://www.xbiquge.bz/book/46864/40108622.html
第4252章 无知和傲慢: https://www.xbiquge.bz/book/46864/40108623.html
第4253章 两件事情: https://www.xbiquge.bz/book/46864/40108624.html
第4254章 滔滔不绝的伊万: https://www.xbiquge.bz/book/46864/40108625.html
第4255章 ‘种子’发芽: https://www.xbiquge.bz/book/46864/40108626.html
第4256章 网络与断网: https://www.xbiquge.bz/book/46864/40108627.html
第4257章 合作项目: https://www.xbiquge.bz/book/46864/40108628.html
第4258章 需求: https://www.xbiquge.bz/book/46864/40108629.html
第4259章 打开的突破口: https://www.xbiquge.bz/book/46864/40108630.html
第4260章 迷失域: https://www.xbiquge.bz/book/46864/40108631.html
第4261章 潮起潮落: https://www.xbiquge.bz/book/46864/40108632.html
第4262章 搜救: https://www.xbiquge.bz/book/46864/40108633.html
第4263章 潮起: https://www.xbiquge.bz/book/46864/40108634.html
第4264章 出击: https://www.xbiquge.bz/book/46864/40108635.html
第4265章 死了算了: https://www.xbiquge.bz/book/46864/40108636.html
第4266章 异常: https://www.xbiquge.bz/book/46864/40108637.html
第4267章 挣扎: https://www.xbiquge.bz/book/46864/40108638.html
第4268章 扭曲: https://www.xbiquge.bz/book/46864/40108639.html
第4269章 能量生命: https://www.xbiquge.bz/book/46864/40108640.html
第4270章 休整: https://www.xbiquge.bz/book/46864/40108641.html
第4271章 等一等再飞: https://www.xbiquge.bz/book/46864/40108642.html
第4272章 未知能量生物: https://www.xbiquge.bz/book/46864/40108643.html
第4273章 黑甲骑士: https://www.xbiquge.bz/book/46864/40108644.html
第4274章 所处之地: https://www.xbiquge.bz/book/46864/40108645.html
第4275章 古玥帝国: https://www.xbiquge.bz/book/46864/40108646.html
第4276章 误入狼窝的小肥羊: https://www.xbiquge.bz/book/46864/40108647.html
第4277章 汇合: https://www.xbiquge.bz/book/46864/40108648.html
第4278章 汇合（二）: https://www.xbiquge.bz/book/46864/40108649.html
第4279章 处理: https://www.xbiquge.bz/book/46864/40108650.html
第4280章 三天: https://www.xbiquge.bz/book/46864/40108651.html
第4281章 古玥皇帝: https://www.xbiquge.bz/book/46864/40108652.html
第4282章 最后一颗星: https://www.xbiquge.bz/book/46864/40108653.html
第4283章 噬魂魔: https://www.xbiquge.bz/book/46864/40108654.html
第4284章 噬魂魔（二）: https://www.xbiquge.bz/book/46864/40108655.html
第4285章 噬魂魔（三）: https://www.xbiquge.bz/book/46864/40108656.html
第4286章 妥善处理: https://www.xbiquge.bz/book/46864/40108657.html
第4287章 乐子人: https://www.xbiquge.bz/book/46864/40108658.html
第4288章 三方会面: https://www.xbiquge.bz/book/46864/40108659.html
第4289章 三王会面: https://www.xbiquge.bz/book/46864/40108660.html
第4290章 三王会面（二）: https://www.xbiquge.bz/book/46864/40108661.html
第4291章 三王会面（三）: https://www.xbiquge.bz/book/46864/40108662.html
第4292章 展开行动: https://www.xbiquge.bz/book/46864/40108663.html
第4293章 要个说法: https://www.xbiquge.bz/book/46864/40108664.html
第4294章 简直过分: https://www.xbiquge.bz/book/46864/40108665.html
第4295章 不安情绪: https://www.xbiquge.bz/book/46864/40108666.html
第4296章 展开行动: https://www.xbiquge.bz/book/46864/40108667.html
第4297章 射程之内，众生平等！: https://www.xbiquge.bz/book/46864/40108668.html
第4298章 无限的生命: https://www.xbiquge.bz/book/46864/40108669.html
第4299章 几轮毒打: https://www.xbiquge.bz/book/46864/40108670.html
第4300章 变化: https://www.xbiquge.bz/book/46864/40108671.html
第4301章 持续作战: https://www.xbiquge.bz/book/46864/40108672.html
第4302章 撑起场面: https://www.xbiquge.bz/book/46864/40108673.html
第4303章 交替配合: https://www.xbiquge.bz/book/46864/40108674.html
第4304章 杀死悬念: https://www.xbiquge.bz/book/46864/40108675.html
第4305章 回归: https://www.xbiquge.bz/book/46864/40108676.html
第4306章 面谈: https://www.xbiquge.bz/book/46864/40108677.html
第4307章 叶大小姐不地道啊！: https://www.xbiquge.bz/book/46864/40108678.html
第4308章 处罚: https://www.xbiquge.bz/book/46864/40108679.html
第4309章 合作: https://www.xbiquge.bz/book/46864/40108680.html
第4310章 返程之路: https://www.xbiquge.bz/book/46864/40108681.html
第4311章 我觉得不行: https://www.xbiquge.bz/book/46864/40108682.html
第4312章 种族的退化: https://www.xbiquge.bz/book/46864/40108683.html
第4313章 炎煌徐家: https://www.xbiquge.bz/book/46864/40108684.html
第4314章 园林里的钓鱼佬: https://www.xbiquge.bz/book/46864/40108685.html
第4315章 园林里的钓鱼佬（二）: https://www.xbiquge.bz/book/46864/40108686.html
第4316章 隐瞒之事: https://www.xbiquge.bz/book/46864/40108687.html
第4317章 隐瞒之事（二）: https://www.xbiquge.bz/book/46864/40108688.html
第4318章 瓦内加战事: https://www.xbiquge.bz/book/46864/40108689.html
第4319章 看不到尽头的战争: https://www.xbiquge.bz/book/46864/40108690.html
第4320章 破局点: https://www.xbiquge.bz/book/46864/40108691.html
第4321章 绝对不会跟别人说的呆瓜: https://www.xbiquge.bz/book/46864/40108692.html
第4322章 返程之路: https://www.xbiquge.bz/book/46864/40108693.html
第4323章 回家: https://www.xbiquge.bz/book/46864/40108694.html
第4324章 面临重置: https://www.xbiquge.bz/book/46864/40108695.html
第4325章 见面: https://www.xbiquge.bz/book/46864/40108696.html
第4326章 父女谈话: https://www.xbiquge.bz/book/46864/40108697.html
第4327章 水土不服: https://www.xbiquge.bz/book/46864/40108698.html
第4328章 害群之马: https://www.xbiquge.bz/book/46864/40108699.html
第4329章 第四宇宙议会: https://www.xbiquge.bz/book/46864/40108700.html
第4330章 极东联邦国: https://www.xbiquge.bz/book/46864/40108701.html
第4331章 多重原因: https://www.xbiquge.bz/book/46864/40108702.html
第4332章 格局变化: https://www.xbiquge.bz/book/46864/40108703.html
第4333章 膨胀: https://www.xbiquge.bz/book/46864/40108704.html
第4334章 侦查进行时……: https://www.xbiquge.bz/book/46864/40108705.html
第4335章 无法满意: https://www.xbiquge.bz/book/46864/40108706.html
第4336章 侦查进行时: https://www.xbiquge.bz/book/46864/40108707.html
第4337章 锁定目标: https://www.xbiquge.bz/book/46864/40108708.html
第4338章 精力分配: https://www.xbiquge.bz/book/46864/40108709.html
第4339章 追击: https://www.xbiquge.bz/book/46864/40108710.html
第4340章 割一刀: https://www.xbiquge.bz/book/46864/40108711.html
第4341章 开火: https://www.xbiquge.bz/book/46864/40108712.html
第4342章 耍个心眼: https://www.xbiquge.bz/book/46864/40108713.html
第4343章 计划展开: https://www.xbiquge.bz/book/46864/40108714.html
第4344章 层层压进: https://www.xbiquge.bz/book/46864/40108715.html
第4345章 越来越大的成本: https://www.xbiquge.bz/book/46864/40108716.html
第4346章 发现: https://www.xbiquge.bz/book/46864/40108717.html
第4347章 是谁拯救了第四宇宙？: https://www.xbiquge.bz/book/46864/40108718.html
第4348章 是谁拯救了第四宇宙？（二）: https://www.xbiquge.bz/book/46864/40108719.html
第4349章 是谁拯救了第四宇宙？（三）: https://www.xbiquge.bz/book/46864/40108720.html
第4350章 两边动静: https://www.xbiquge.bz/book/46864/40108721.html
第4351章 赌: https://www.xbiquge.bz/book/46864/40108722.html
第4352章 出差进行时: https://www.xbiquge.bz/book/46864/40108723.html
第4353章 再临卡伦贝尔: https://www.xbiquge.bz/book/46864/40108724.html
第4354章 变化: https://www.xbiquge.bz/book/46864/40108725.html
第4355章 合作与投资: https://www.xbiquge.bz/book/46864/40108726.html
第4356章 目的: https://www.xbiquge.bz/book/46864/40108727.html
第4357章 霍启光的企图: https://www.xbiquge.bz/book/46864/40108728.html
第4358章 带刺的刺猬: https://www.xbiquge.bz/book/46864/40108729.html
第4359章 叶清璇的意见: https://www.xbiquge.bz/book/46864/40108730.html
第4360章 希尔议员: https://www.xbiquge.bz/book/46864/40108731.html
第4361章 各族商谈: https://www.xbiquge.bz/book/46864/40108732.html
第4362章 视察工作: https://www.xbiquge.bz/book/46864/40108733.html
第4363章 再临精灵王国: https://www.xbiquge.bz/book/46864/40108734.html
第4364章 杰森·拉斯特的考量: https://www.xbiquge.bz/book/46864/40108735.html
第4365章 一群乐子人: https://www.xbiquge.bz/book/46864/40108736.html
第4366章 陌生男子: https://www.xbiquge.bz/book/46864/40108737.html
第4367章 高肃: https://www.xbiquge.bz/book/46864/40108738.html
第4368章 改良: https://www.xbiquge.bz/book/46864/40108739.html
第4369章 小插曲: https://www.xbiquge.bz/book/46864/40108740.html
第4370章 利益: https://www.xbiquge.bz/book/46864/40108741.html
第4371章 测试: https://www.xbiquge.bz/book/46864/40108742.html
第4372章 难题: https://www.xbiquge.bz/book/46864/40108743.html
第4373章 进攻: https://www.xbiquge.bz/book/46864/40108744.html
第4374章 必争之地: https://www.xbiquge.bz/book/46864/40108745.html
第4375章 伺机而动: https://www.xbiquge.bz/book/46864/40108746.html
第4376章 伺机而动（二）: https://www.xbiquge.bz/book/46864/40108747.html
第4377章 急袭: https://www.xbiquge.bz/book/46864/40108748.html
第4378章 周家军: https://www.xbiquge.bz/book/46864/40108749.html
第4379章 极速切割: https://www.xbiquge.bz/book/46864/40108750.html
第4380章 局: https://www.xbiquge.bz/book/46864/40108751.html
第4381章 黄金太阳: https://www.xbiquge.bz/book/46864/40108752.html
第4382章 周旋: https://www.xbiquge.bz/book/46864/40108753.html
第4383章 切入: https://www.xbiquge.bz/book/46864/40108754.html
第4384章 大势已成: https://www.xbiquge.bz/book/46864/40108755.html
第4385章 失控的凶兽: https://www.xbiquge.bz/book/46864/40108756.html
第4386章 绝杀一击: https://www.xbiquge.bz/book/46864/40108757.html
第4387章 周冼的聪明: https://www.xbiquge.bz/book/46864/40108758.html
第4388章 伟大的胜利: https://www.xbiquge.bz/book/46864/40108759.html
第4389章 粪坑蝶泳: https://www.xbiquge.bz/book/46864/40108760.html
第4390章 后续影响: https://www.xbiquge.bz/book/46864/40108761.html
第4391章 警报大作: https://www.xbiquge.bz/book/46864/40108762.html
第4392章 极小概率事件: https://www.xbiquge.bz/book/46864/40108763.html
第4393章 处境: https://www.xbiquge.bz/book/46864/40108764.html
第4394章 困境: https://www.xbiquge.bz/book/46864/40108765.html
第4395章 困境（二）: https://www.xbiquge.bz/book/46864/40108766.html
第4396章 困境（三）: https://www.xbiquge.bz/book/46864/40108767.html
第4397章 困境（四）: https://www.xbiquge.bz/book/46864/40108768.html
第4398章 期盼: https://www.xbiquge.bz/book/46864/40108769.html
第4399章 漩涡: https://www.xbiquge.bz/book/46864/40108770.html
第4400章 最大议题: https://www.xbiquge.bz/book/46864/40108771.html
第4401章 最大议题（二）: https://www.xbiquge.bz/book/46864/40108772.html
第4402章 宇宙两端: https://www.xbiquge.bz/book/46864/40108773.html
第4403章 巴尔萨与撒利昂: https://www.xbiquge.bz/book/46864/40108774.html
第4404章 有点悬呢: https://www.xbiquge.bz/book/46864/40108775.html
第4405章 分一杯羹: https://www.xbiquge.bz/book/46864/40108776.html
第4406章 兽人联邦国的做派: https://www.xbiquge.bz/book/46864/40108777.html
第4407章 兽人议会: https://www.xbiquge.bz/book/46864/40108778.html
第4408章 目标新宇宙: https://www.xbiquge.bz/book/46864/40108779.html
第4409章 远征军动身: https://www.xbiquge.bz/book/46864/40108780.html
第4410章 各国态度: https://www.xbiquge.bz/book/46864/40108781.html
第4411章 侦察飞梭: https://www.xbiquge.bz/book/46864/40108782.html
